INFO:0:train:(23042940446143.97, inf)
INFO:0:test:(12575831.183951408, 272848295622.01535)
INFO:1:train:(5735273140.968356, inf)
INFO:1:test:(3042906.3829437993, 72369800956.45894)
INFO:2:train:(324472205.328748, inf)
INFO:2:test:(3140031.81538024, 56235565630.42436)
INFO:3:train:(269515793.5542736, inf)
INFO:3:test:(59829.517039948805, 1253030818.820587)
INFO:4:train:(55927154827788.3, inf)
INFO:4:test:(2680425486.8507094, 31285561999665.58)
