INFO:0:train:(6.400773101968687e-06, 0.023794217252820556)
INFO:0:test:(4.339459272648163e-06, 0.02164307735329315)
INFO:1:train:(5.02533982879022e-06, 0.019971230696110624)
INFO:1:test:(4.290269144088796e-06, 0.02171158784776304)
INFO:2:train:(4.9669686443814285e-06, 0.019817638833861076)
INFO:2:test:(4.417971773344383e-06, 0.021400253190874245)
INFO:3:train:(4.946559407846397e-06, 0.019758565574596466)
INFO:3:test:(4.287479808216908e-06, 0.02206701408571868)
INFO:4:train:(4.914227983531782e-06, 0.01965363143360938)
INFO:4:test:(4.286850196149527e-06, 0.022174835089563135)
INFO:5:train:(4.842711472605049e-06, 0.019306370113676783)
INFO:5:test:(4.431000896382025e-06, 0.021573120871246104)
INFO:6:train:(4.712112482365896e-06, 0.018670397910254898)
INFO:6:test:(4.2848274480947886e-06, 0.021632950027031774)
INFO:7:train:(4.671391034990564e-06, 0.018483789555668557)
INFO:7:test:(4.2487493978461554e-06, 0.021684816513738048)
INFO:0:train:(6.697285385890289e-06, 0.025355131341476954)
INFO:0:test:(4.193169293393566e-06, 0.02157482638322599)
INFO:1:train:(4.935927588333732e-06, 0.020112257288511657)
INFO:1:test:(4.258617194478752e-06, 0.021437199270427018)
INFO:2:train:(4.889442120174772e-06, 0.01996615904068937)
INFO:2:test:(4.142275163009034e-06, 0.02161207608920614)
INFO:8:train:(4.644981261800182e-06, 0.01837633581828703)
INFO:8:test:(4.289795286335576e-06, 0.02165272479468952)
INFO:3:train:(4.83798949419831e-06, 0.019780083286825272)
INFO:3:test:(4.129874264114993e-06, 0.021741438073998892)
INFO:4:train:(4.746579846343766e-06, 0.01930988811070622)
INFO:4:test:(4.133077670950063e-06, 0.021847797202959346)
INFO:5:train:(4.6495875685593875e-06, 0.01884119882113508)
INFO:5:test:(4.107604266866616e-06, 0.021558120563318885)
INFO:9:train:(4.6270487050463885e-06, 0.01830579462342917)
INFO:9:test:(4.242837003421401e-06, 0.021702670928971816)
INFO:6:train:(4.609626852079961e-06, 0.018662313372514668)
INFO:6:test:(4.065916004683235e-06, 0.02111968503892104)
INFO:7:train:(4.581276490927746e-06, 0.01854182677006334)
INFO:7:test:(4.082207980617348e-06, 0.02128892028724435)
INFO:8:train:(4.5627391373624635e-06, 0.01846316882253627)
INFO:8:test:(4.094805067725677e-06, 0.02055340540177695)
INFO:10:train:(4.613521496478713e-06, 0.018253756178456423)
INFO:10:test:(4.283630526572544e-06, 0.02196087497503458)
INFO:9:train:(4.547149237588215e-06, 0.01840142818365079)
INFO:9:test:(4.049832513524667e-06, 0.020787710299580372)
INFO:10:train:(4.534434279287236e-06, 0.01834835138700175)
INFO:10:test:(4.049179591077872e-06, 0.020621470652801496)
INFO:11:train:(4.523017198470522e-06, 0.018298792768619343)
INFO:11:test:(4.105051699794506e-06, 0.021384366893875833)
INFO:11:train:(4.601432142492414e-06, 0.01820957589673225)
INFO:11:test:(4.274387896926454e-06, 0.02152457012389003)
INFO:12:train:(4.519671605820223e-06, 0.01827696026769004)
INFO:12:test:(4.084974147828813e-06, 0.02142527036294607)
INFO:13:train:(4.502230827847002e-06, 0.01820730766363847)
INFO:13:test:(4.135726841241991e-06, 0.021435367747576883)
INFO:14:train:(4.492258499728333e-06, 0.018165900815945792)
INFO:14:test:(4.117796376677763e-06, 0.021340363527029397)
INFO:15:train:(4.4830021344647615e-06, 0.01812805514139256)
INFO:15:test:(4.108097506598501e-06, 0.021355436866584265)
INFO:12:train:(4.596531516292806e-06, 0.018191542477152753)
INFO:12:test:(4.232393784054771e-06, 0.021640305550779813)
INFO:16:train:(4.4764593154635915e-06, 0.018101797619505137)
INFO:16:test:(4.115722497688366e-06, 0.021103191808732005)
INFO:17:train:(4.468728647669983e-06, 0.018073568964592356)
INFO:17:test:(4.097809854420205e-06, 0.021152923898824474)
INFO:18:train:(4.463902685536411e-06, 0.018056057415664448)
INFO:18:test:(4.097311960132943e-06, 0.02113716367517612)
INFO:13:train:(4.583231987050464e-06, 0.01814869701055331)
INFO:13:test:(4.24122156461351e-06, 0.021877475962813364)
INFO:19:train:(4.458784058743422e-06, 0.018038086386475437)
INFO:19:test:(4.111102214008438e-06, 0.021041371468765068)
INFO:20:train:(4.832131352944636e-06, 0.019679967491211474)
INFO:20:test:(4.103344376885017e-06, 0.0210381533301363)
INFO:21:train:(4.466494199619413e-06, 0.018072874587236852)
INFO:21:test:(4.081210229084044e-06, 0.02087195585286715)
INFO:14:train:(4.5738425546915195e-06, 0.01811675756707879)
INFO:22:train:(4.446554576217318e-06, 0.01799454393045259)
INFO:14:test:(4.232859531366747e-06, 0.021749377847862086)
INFO:22:test:(4.0661860565160366e-06, 0.02093538214106423)
INFO:23:train:(4.439169907744553e-06, 0.01796746280945845)
INFO:23:test:(4.073185229492468e-06, 0.020718589747929575)
INFO:24:train:(4.4338663585791335e-06, 0.017949367041143544)
INFO:24:test:(4.077211977722643e-06, 0.02108114805787363)
INFO:25:train:(4.430376007482023e-06, 0.017937584706393728)
